Stats	p_val_adj	Cluster	Marker
0.419567549	0.00E+00	11: LP Trm	ARPC5L
0.416013323	0.00E+00	11: LP Trm	HCST
0.399303228	0.00E+00	11: LP Trm	HLA-A
0.388821979	0.00E+00	11: LP Trm	PRF1
0.373916904	0.00E+00	11: LP Trm	HLA-C
0.366185778	0.00E+00	11: LP Trm	HLA-B
0.354836924	0.00E+00	11: LP Trm	CCL5
0.297358526	0.00E+00	11: LP Trm	PTPRCAP
0.296104046	0.00E+00	11: LP Trm	GZMA
0.271006278	0.00E+00	11: LP Trm	CYBA
0.26284085	0.00E+00	11: LP Trm	PTPRC
0.356638574	2.00E-269	11: LP Trm	CTSC
0.281774551	2.30E-269	11: LP Trm	CD99
0.344074641	8.07E-267	11: LP Trm	GIMAP4
0.428315993	1.89E-266	11: LP Trm	TAGAP
0.3638708	1.78E-264	11: LP Trm	FABP5
0.316262864	3.58E-262	11: LP Trm	PSMB9
0.385697513	3.14E-246	11: LP Trm	AOAH
0.412710817	6.28E-246	11: LP Trm	LINC00861
0.271594392	1.90E-244	11: LP Trm	RARRES3
0.332241853	2.75E-243	11: LP Trm	GIMAP7
0.371388556	1.05E-240	11: LP Trm	LAG3
0.314818812	1.53E-225	11: LP Trm	TIGIT
0.327523845	7.03E-212	11: LP Trm	HLA-F
0.329703577	8.80E-184	11: LP Trm	LIME1
0.324135533	4.12E-178	11: LP Trm	PDCD1
0.362869352	4.04E-175	11: LP Trm	KLF2
0.25623457	2.13E-174	11: LP Trm	STK17A
0.346276421	1.63E-163	11: LP Trm	PYHIN1
0.321611186	1.33E-162	11: LP Trm	PLA2G16
0.320661549	2.35E-155	11: LP Trm	TOX
0.257764384	1.63E-153	11: LP Trm	CNN2
0.277874078	7.29E-150	11: LP Trm	CXCR4
0.25753759	1.94E-141	11: LP Trm	CYTOR
0.315065076	3.46E-137	11: LP Trm	LYAR
0.273907069	1.73E-135	11: LP Trm	CXCR3
0.309263111	5.83E-130	11: LP Trm	DNAJB1
0.282641734	9.22E-119	11: LP Trm	C12orf75
0.279626456	3.00E-114	11: LP Trm	OPTN
0.278514389	2.97E-111	11: LP Trm	BTN3A2
0.280829337	5.45E-110	11: LP Trm	DENND2D
0.2530896	8.04E-109	11: LP Trm	CLEC2B
0.259480559	5.81E-106	11: LP Trm	IKZF3
0.28536714	7.29E-100	11: LP Trm	NFATC2
0.252947268	1.22E-97	11: LP Trm	AHNAK
0.30643688	1.35E-91	11: LP Trm	APOBEC3C
0.260581126	1.05E-85	11: LP Trm	TPST2
0.278949477	1.31E-78	11: LP Trm	NUCB2
0.257299045	6.05E-74	11: LP Trm	DGKZ
0.271808183	3.19E-68	11: LP Trm	CLDND1
0.264954645	9.81E-13	11: LP Trm	ITM2C
1.32304183	0	12: CD8 Trm	XCL1
1.215518192	0	12: CD8 Trm	XCL2
1.060936327	0	12: CD8 Trm	CD8B
1.006501071	0	12: CD8 Trm	CD8A
0.957427443	0	12: CD8 Trm	CCL4
0.908964245	0	12: CD8 Trm	CCL4L2
0.70446064	0	12: CD8 Trm	KLRD1
0.702562361	0	12: CD8 Trm	ITM2C
0.625356909	0	12: CD8 Trm	CTSW
0.6101769	0	12: CD8 Trm	HOPX
0.598693609	0	12: CD8 Trm	SPRY1
0.56658621	0	12: CD8 Trm	CCL5
0.518829757	0	12: CD8 Trm	CD160
0.478263907	0	12: CD8 Trm	ZNF683
0.462045307	0	12: CD8 Trm	LINC02446
0.451684082	0	12: CD8 Trm	ITGAE
0.43730178	0	12: CD8 Trm	CAPG
0.364045148	0	12: CD8 Trm	GABARAPL1
0.348260205	0	12: CD8 Trm	CKLF
0.346700039	0	12: CD8 Trm	LINC01871
0.334695434	0	12: CD8 Trm	VIM
0.330064134	0	12: CD8 Trm	NR4A2
0.32607388	0	12: CD8 Trm	ITGA1
0.315906693	0	12: CD8 Trm	NKG7
0.294499516	0	12: CD8 Trm	AOAH
0.278295809	0	12: CD8 Trm	ALOX5AP
0.267722501	0	12: CD8 Trm	MT-ND4
0.259317491	0	12: CD8 Trm	CD244
0.252687193	5.30E-293	12: CD8 Trm	GZMM
0.258541507	6.97E-274	12: CD8 Trm	CD63
0.271411625	4.06E-267	12: CD8 Trm	GPR15
0.316270242	1.47E-260	12: CD8 Trm	LGALS1
0.28855714	1.17E-250	12: CD8 Trm	RUNX3
0.285542934	1.72E-246	12: CD8 Trm	PTGER4
0.27225919	2.43E-245	12: CD8 Trm	PTGER2
0.258809529	6.93E-242	12: CD8 Trm	PDCD4
0.273698346	5.04E-241	12: CD8 Trm	ABI3
0.267660104	5.78E-238	12: CD8 Trm	THEMIS
0.613973503	1.38E-215	12: CD8 Trm	IFNG
0.250067992	2.39E-203	12: CD8 Trm	TMIGD2
0.275297411	6.75E-197	12: CD8 Trm	TRG-AS1
0.279835125	2.91E-193	12: CD8 Trm	LDLRAD4
0.324862895	5.24E-182	12: CD8 Trm	TNFSF9
0.253698831	6.96E-172	12: CD8 Trm	UBXN11
0.258875342	2.51E-164	12: CD8 Trm	RASGEF1B
0.282897464	5.68E-163	12: CD8 Trm	NR4A3
0.296738314	2.03E-150	12: CD8 Trm	FASLG
0.270499875	7.39E-144	12: CD8 Trm	NR4A1
0.317916992	5.16E-136	12: CD8 Trm	GADD45B
1.759741701	0.00E+00	13: IEL: CD8/γδ	TRDV1
1.751457762	0.00E+00	13: IEL: CD8/γδ	KIR2DL4
1.721691935	0.00E+00	13: IEL: CD8/γδ	GZMA
1.467717566	0.00E+00	13: IEL: CD8/γδ	KLRC3
1.451718346	0.00E+00	13: IEL: CD8/γδ	KLRC2
1.417175832	0.00E+00	13: IEL: CD8/γδ	GNLY
1.364299542	0.00E+00	13: IEL: CD8/γδ	TRGV4
1.324588739	0.00E+00	13: IEL: CD8/γδ	FCER1G
1.321375947	0.00E+00	13: IEL: CD8/γδ	TYROBP
1.224035008	0.00E+00	13: IEL: CD8/γδ	TRDC
1.14371738	0.00E+00	13: IEL: CD8/γδ	HOPX
1.118756574	0.00E+00	13: IEL: CD8/γδ	CD160
1.056887927	0.00E+00	13: IEL: CD8/γδ	CD7
1.014237703	0.00E+00	13: IEL: CD8/γδ	KLRD1
0.981653353	0.00E+00	13: IEL: CD8/γδ	XCL2
0.981296006	0.00E+00	13: IEL: CD8/γδ	LAT2
0.957174951	0.00E+00	13: IEL: CD8/γδ	AC068775.1
0.947165132	0.00E+00	13: IEL: CD8/γδ	TMIGD2
0.943305034	0.00E+00	13: IEL: CD8/γδ	CD63
0.901927647	0.00E+00	13: IEL: CD8/γδ	ITGA1
0.897686404	0.00E+00	13: IEL: CD8/γδ	LDLRAD4
0.8643424	0.00E+00	13: IEL: CD8/γδ	AREG
0.801878015	0.00E+00	13: IEL: CD8/γδ	CCL5
0.790107938	0.00E+00	13: IEL: CD8/γδ	GEM
0.779281283	0.00E+00	13: IEL: CD8/γδ	XCL1
0.77681502	0.00E+00	13: IEL: CD8/γδ	RHOC
0.760276409	0.00E+00	13: IEL: CD8/γδ	ID3
0.7591955	0.00E+00	13: IEL: CD8/γδ	ATP8B4
0.752959097	0.00E+00	13: IEL: CD8/γδ	SPRY1
0.749288557	0.00E+00	13: IEL: CD8/γδ	MAP3K8
0.743199646	0.00E+00	13: IEL: CD8/γδ	FASLG
0.741345666	0.00E+00	13: IEL: CD8/γδ	ITGAE
0.734657322	0.00E+00	13: IEL: CD8/γδ	IL2RB
0.732089772	0.00E+00	13: IEL: CD8/γδ	CTSW
0.715272082	0.00E+00	13: IEL: CD8/γδ	CD96
0.706566062	0.00E+00	13: IEL: CD8/γδ	AOAH
0.704774033	0.00E+00	13: IEL: CD8/γδ	IKZF2
0.688902476	0.00E+00	13: IEL: CD8/γδ	TRGV3
0.681330484	0.00E+00	13: IEL: CD8/γδ	TIGIT
0.680441417	0.00E+00	13: IEL: CD8/γδ	FAM3C
0.665946055	0.00E+00	13: IEL: CD8/γδ	PLPP1
0.657610306	0.00E+00	13: IEL: CD8/γδ	MT-ND4
0.656428162	0.00E+00	13: IEL: CD8/γδ	TRGC2
0.608921215	0.00E+00	13: IEL: CD8/γδ	RIN3
0.602481665	0.00E+00	13: IEL: CD8/γδ	GSTP1
0.600587018	0.00E+00	13: IEL: CD8/γδ	CXXC5
0.597300763	0.00E+00	13: IEL: CD8/γδ	ADGRG1
0.591535873	0.00E+00	13: IEL: CD8/γδ	NR4A2
0.583423872	0.00E+00	13: IEL: CD8/γδ	LINC01871
0.580235335	0.00E+00	13: IEL: CD8/γδ	PTPN22
0.579244741	0.00E+00	13: IEL: CD8/γδ	GNPTAB
0.567595593	0.00E+00	13: IEL: CD8/γδ	GPR65
0.557378795	0.00E+00	13: IEL: CD8/γδ	SLA2
0.554976016	0.00E+00	13: IEL: CD8/γδ	MATK
0.553698909	0	13: IEL: CD8/γδ	ARHGAP9
0.550993266	0	13: IEL: CD8/γδ	LYN
0.546761798	0	13: IEL: CD8/γδ	TRG-AS1
0.535613148	0	13: IEL: CD8/γδ	ACP5
0.533414636	0	13: IEL: CD8/γδ	LAYN
0.532715513	0	13: IEL: CD8/γδ	TRAC
0.531874948	0	13: IEL: CD8/γδ	RBKS
0.527277382	0	13: IEL: CD8/γδ	ABI3
0.523320625	0	13: IEL: CD8/γδ	GPR15
0.522411834	0	13: IEL: CD8/γδ	CD244
0.521766977	0	13: IEL: CD8/γδ	TXK
0.520259585	0	13: IEL: CD8/γδ	MT-ND2
0.520055541	0	13: IEL: CD8/γδ	UBASH3B
0.518180197	0	13: IEL: CD8/γδ	DBN1
0.510179751	0	13: IEL: CD8/γδ	ZNF331
0.508673753	0	13: IEL: CD8/γδ	SLC16A3
0.508410677	0	13: IEL: CD8/γδ	CCDC69
0.506667344	0	13: IEL: CD8/γδ	PIK3R1
0.49834855	0	13: IEL: CD8/γδ	ENTPD1
0.496986835	0	13: IEL: CD8/γδ	CAPG
0.493900086	0	13: IEL: CD8/γδ	CDIP1
0.487838941	0	13: IEL: CD8/γδ	RGS1
0.476054308	0	13: IEL: CD8/γδ	NEDD9
0.472395428	0	13: IEL: CD8/γδ	MT-CYB
0.471026699	0	13: IEL: CD8/γδ	RAB3GAP1
0.460942471	0	13: IEL: CD8/γδ	FTL
0.459691284	0	13: IEL: CD8/γδ	PTPN6
0.459604278	0	13: IEL: CD8/γδ	CCRL2
0.456855254	0	13: IEL: CD8/γδ	ZFP36
0.45390899	0	13: IEL: CD8/γδ	MT-ND3
0.451609401	0	13: IEL: CD8/γδ	TNFRSF18
0.448631283	0	13: IEL: CD8/γδ	PLA2G16
0.446830746	0	13: IEL: CD8/γδ	MT-ND5
0.439933053	0	13: IEL: CD8/γδ	BCAS4
0.439888993	0	13: IEL: CD8/γδ	MT-CO2
0.430126967	0	13: IEL: CD8/γδ	ISYNA1
0.42635364	0	13: IEL: CD8/γδ	MT-CO1
0.425908895	0	13: IEL: CD8/γδ	TRBC2
0.420598529	0	13: IEL: CD8/γδ	GABARAPL1
0.41657727	0	13: IEL: CD8/γδ	RASSF1
0.415341918	0.00E+00	13: IEL: CD8/γδ	SYTL3
0.41286733	0.00E+00	13: IEL: CD8/γδ	PRF1
0.412865933	0.00E+00	13: IEL: CD8/γδ	NKG7
0.411865311	0.00E+00	13: IEL: CD8/γδ	CD247
0.410640318	0.00E+00	13: IEL: CD8/γδ	NR4A3
0.410340839	0.00E+00	13: IEL: CD8/γδ	RUNX3
0.410313991	0.00E+00	13: IEL: CD8/γδ	AUTS2
0.409252055	0.00E+00	13: IEL: CD8/γδ	MT-ND4L
0.409236094	0.00E+00	13: IEL: CD8/γδ	FYN
0.406510999	0.00E+00	13: IEL: CD8/γδ	MT-ATP6
0.40293471	0.00E+00	13: IEL: CD8/γδ	TPI1
0.40287864	0.00E+00	13: IEL: CD8/γδ	ABCB1
0.402221958	0.00E+00	13: IEL: CD8/γδ	CKLF
0.400964474	0.00E+00	13: IEL: CD8/γδ	SLAMF7
0.400119841	0.00E+00	13: IEL: CD8/γδ	NDFIP2
0.397225718	0.00E+00	13: IEL: CD8/γδ	CAPN12
0.395440876	0.00E+00	13: IEL: CD8/γδ	FOSL2
0.393402145	0.00E+00	13: IEL: CD8/γδ	CLIC3
0.39084448	0.00E+00	13: IEL: CD8/γδ	CHCHD10
0.390685004	0.00E+00	13: IEL: CD8/γδ	MT-CO3
0.386297432	0.00E+00	13: IEL: CD8/γδ	MT-ATP8
0.384437794	0.00E+00	13: IEL: CD8/γδ	PTP4A1
0.371489272	0.00E+00	13: IEL: CD8/γδ	PITPNC1
0.369563574	0.00E+00	13: IEL: CD8/γδ	LSP1
0.362770797	0.00E+00	13: IEL: CD8/γδ	PABPC1
0.358261595	0.00E+00	13: IEL: CD8/γδ	CBLB
0.357244639	0.00E+00	13: IEL: CD8/γδ	SSBP4
0.356240145	0.00E+00	13: IEL: CD8/γδ	PRDX5
0.354186977	0.00E+00	13: IEL: CD8/γδ	ASB2
0.350469636	0.00E+00	13: IEL: CD8/γδ	PTGER2
0.348948854	0.00E+00	13: IEL: CD8/γδ	FAM173A
0.343402752	0.00E+00	13: IEL: CD8/γδ	SIRPG
0.338691405	0.00E+00	13: IEL: CD8/γδ	SYTL2
0.338105145	0.00E+00	13: IEL: CD8/γδ	PTPN4
0.331998612	0.00E+00	13: IEL: CD8/γδ	CD151
0.327553591	0.00E+00	13: IEL: CD8/γδ	HCST
0.324827741	0.00E+00	13: IEL: CD8/γδ	HIC1
0.321090357	0.00E+00	13: IEL: CD8/γδ	PAXX
0.31998427	0.00E+00	13: IEL: CD8/γδ	MAD2L2
0.315051912	0.00E+00	13: IEL: CD8/γδ	PRKCH
0.314501639	0.00E+00	13: IEL: CD8/γδ	JAK1
0.310281785	0.00E+00	13: IEL: CD8/γδ	TOX
0.309633279	0.00E+00	13: IEL: CD8/γδ	PDCD4
0.308463879	0.00E+00	13: IEL: CD8/γδ	SEPT7
0.301648042	0.00E+00	13: IEL: CD8/γδ	DZIP3
0.297947349	0.00E+00	13: IEL: CD8/γδ	ECI2
0.297890401	0.00E+00	13: IEL: CD8/γδ	MPST
0.291800382	0.00E+00	13: IEL: CD8/γδ	GPR68
0.288777609	0.00E+00	13: IEL: CD8/γδ	CLDND1
0.287343338	0.00E+00	13: IEL: CD8/γδ	MT-ND1
0.278770986	0.00E+00	13: IEL: CD8/γδ	GAPDH
0.269864085	0.00E+00	13: IEL: CD8/γδ	PTTG1
0.254052734	0.00E+00	13: IEL: CD8/γδ	TMSB4X
0.250202775	0.00E+00	13: IEL: CD8/γδ	GZMB
0.264437425	2.45E-295	13: IEL: CD8/γδ	DUSP4
0.360993346	1.98E-291	13: IEL: CD8/γδ	CCND2
0.351457376	8.82E-284	13: IEL: CD8/γδ	LITAF
0.295310362	6.36E-280	13: IEL: CD8/γδ	ABHD17A
0.389611255	8.85E-278	13: IEL: CD8/γδ	TRBC1
0.270199641	3.27E-277	13: IEL: CD8/γδ	ATP8A1
0.284824986	6.38E-274	13: IEL: CD8/γδ	DHRS7
0.27099877	3.83E-270	13: IEL: CD8/γδ	ID2
0.268357273	1.43E-256	13: IEL: CD8/γδ	AP2A1
0.252352778	1.40E-253	13: IEL: CD8/γδ	OSTF1
0.334840558	1.64E-251	13: IEL: CD8/γδ	NR4A1
0.331687259	3.91E-251	13: IEL: CD8/γδ	G3BP2
0.350353549	1.46E-248	13: IEL: CD8/γδ	SOCS1
0.291361076	2.23E-246	13: IEL: CD8/γδ	SURF4
0.266315403	1.99E-241	13: IEL: CD8/γδ	DENND1B
0.340157136	1.96E-240	13: IEL: CD8/γδ	PHYKPL
0.285294026	3.29E-240	13: IEL: CD8/γδ	PRKACB
0.250523325	9.33E-236	13: IEL: CD8/γδ	CYTIP
0.299879675	1.00E-234	13: IEL: CD8/γδ	VASP
0.301401519	2.68E-224	13: IEL: CD8/γδ	SAMSN1
0.276226887	3.87E-222	13: IEL: CD8/γδ	SLC25A39
0.252326038	6.74E-220	13: IEL: CD8/γδ	NBL1
0.347115444	2.73E-218	13: IEL: CD8/γδ	RANBP2
0.268434356	4.52E-216	13: IEL: CD8/γδ	PRMT9
0.251293808	1.17E-213	13: IEL: CD8/γδ	MBP
0.262572345	3.76E-206	13: IEL: CD8/γδ	ITGB7
0.291821278	1.55E-205	13: IEL: CD8/γδ	NSMCE1
0.274274164	1.62E-202	13: IEL: CD8/γδ	TIPARP
0.255971012	5.05E-201	13: IEL: CD8/γδ	DCXR
0.275096721	6.70E-198	13: IEL: CD8/γδ	STARD3NL
0.271373816	1.58E-184	13: IEL: CD8/γδ	GPR171
0.271456804	3.83E-182	13: IEL: CD8/γδ	NAP1L4
0.25606405	2.92E-178	13: IEL: CD8/γδ	REL
0.272221701	3.29E-177	13: IEL: CD8/γδ	MT-ND6
0.264584261	7.54E-175	13: IEL: CD8/γδ	CDK2AP2
0.258981529	3.85E-173	13: IEL: CD8/γδ	RASGEF1B
0.301743365	4.87E-167	13: IEL: CD8/γδ	CREM
0.278173363	4.40E-127	13: IEL: CD8/γδ	HSPA5
